Médico ID;Estratégia;Tática; Presc.EMS-1 ; Presc.EMS-2 ; Presc.EMS-3 ; Presc.EMS-O ; Potencial Prescritivo ; Potencia Concorrência ;Campanha;Qtde Brinde; Frequência de visita ;Visita Apresentação;Visita Acompanhamento;Visita Lançamento;Visita Prom;Material Promo;Amostras;Especial;Cidade;Região;Estado;Categoria ;Especialidade; Valor Consulta ;Convênios;Volume Pacientes;Perfil Localização;Perfil Pacientes;Idade
8310023;Entrada;Foco MS-1; 4.110,00 ; 3.710,00 ; 610,00 ; 7.310,00 ; 18.550,00 ; 2.810,00 ;3;4; 0,50 ;2;3;1;6;0;80;1873,473816;Porto Alegre;Central;RS;0;Cardiologista; 158,00 ;1;145;Região E;Média Baixa;51
8310174;Manutenção;Convencional; 2.000,00 ; 700,00 ; 1.800,00 ; 3.200,00 ; 20.800,00 ; 13.100,00 ;9;7; 0,33 ;1;1;2;4;5;80;0;Porto Alegre;Central;RS;2;Cardiologista; 320,00 ;3;230;Região C;Alta;56
8310325;Referência;Migração; 7.440,00 ; 4.440,00 ; 940,00 ; 1.040,00 ; 18.700,00 ; 4.840,00 ;6;12; 0,67 ;3;3;1;8;5;80;0;Santos;Central;SP;2;Cardiologista; 177,00 ;0;60;Região B;Média Baixa;49
8310476;Conversão;Foco MS-2; 4.520,00 ; 1.020,00 ; 220,00 ; 6.520,00 ; 23.200,00 ; 10.920,00 ;10;9; 0,33 ;2;1;1;4;0;100;0;Rio de Janeiro;Periférica;RJ;2;Cardiologista; 354,00 ;0;55;Região C;Alta;45
8310627;Manutenção;Convencional; 2.000,00 ; 2.100,00 ; 1.100,00 ; 5.100,00 ; 19.300,00 ; 9.000,00 ;0;0; 0,50 ;1;2;2;6;3;100;0;Minas Gerais;Periférica;MG;1;Cardiologista; 149,00 ;2;175;Região E;Indefinido;50
8310778;Conversão;Foco MS-2; 7.220,00 ; 2.120,00 ; 1.720,00 ; 1.320,00 ; 25.500,00 ; 13.120,00 ;2;11; 0,75 ;4;2;2;9;1;100;0;Salvador;Periférica;BA;1;Cardiologista; 231,00 ;5;340;Região B;Média;53
8310929;Conversão;Foco MS-2; 7.120,00 ; 1.220,00 ; 720,00 ; 6.020,00 ; 16.800,00 ; 1.720,00 ;8;14; 0,58 ;3;1;2;7;1;40;0;Rio de Janeiro;Periférica;RJ;0;Cardiologista; 347,00 ;3;230;Região A;Alta;50
8311080;Referência;Convencional; 7.600,00 ; 2.400,00 ; 1.300,00 ; 8.600,00 ; 29.300,00 ; 9.400,00 ;8;9; 0,67 ;3;2;2;8;2;40;0;Santos;Periférica;SP;2;Cardiologista; 203,00 ;2;165;Região B;Média Alta;58
8311231;Referência;Foco MS-3; 730,00 ; 1.530,00 ; 630,00 ; 9.530,00 ; 19.150,00 ; 6.730,00 ;2;2; 0,25 ;0;1;1;3;0;60;4195,754243;Minas Gerais;Periférica;MG;0;Cardiologista; 206,00 ;0;110;Região E;Média;43
8311382;Referência;Migração; 2.240,00 ; 4.040,00 ; 740,00 ; 14.040,00 ; 28.200,00 ; 7.140,00 ;8;2; 0,50 ;1;3;1;6;4;40;2362,956589;Rio de Janeiro;Central;RJ;0;Cardiologista; 392,00 ;2;170;Região A;Alta;56
8311533;Conversão;Foco MS-2; 4.520,00 ; 2.920,00 ; 1.620,00 ; 5.320,00 ; 28.000,00 ; 13.620,00 ;9;2; 0,50 ;2;2;2;6;1;100;0;Porto Alegre;Central;RS;0;Cardiologista; 142,00 ;1;115;Região D;Média Baixa;49
8311684;Entrada;Foco MS-3; 930,00 ; 2.130,00 ; 530,00 ; 8.830,00 ; 25.050,00 ; 12.630,00 ;8;8; 0,50 ;1;3;2;6;4;40;0;Salvador;Central;BA;1;Cardiologista; 331,00 ;6;450;Região D;Média;48
8311835;Conversão;Foco MS-2; 9.120,00 ; 1.220,00 ; 220,00 ; 120,00 ; 22.400,00 ; 11.720,00 ;0;6; 0,50 ;4;1;1;6;5;80;0;Salvador;Periférica;BA;0;Cardiologista; 203,00 ;2;180;Região A;Média Baixa;46
8311986;Referência;Foco MS-1; 8.410,00 ; 1.310,00 ; 1.210,00 ; 3.010,00 ; 17.150,00 ; 3.210,00 ;4;5; 0,58 ;4;1;2;7;0;20;0;Rio de Janeiro;Central;RJ;2;Cardiologista; 244,00 ;3;265;Região D;Média Alta;48
8312137;Referência;Foco MS-1; 1.010,00 ; 3.010,00 ; 1.610,00 ; 11.910,00 ; 34.050,00 ; 16.510,00 ;6;7; 0,67 ;1;3;3;8;3;60;0;Santos;Periférica;SP;0;Cardiologista; 233,00 ;6;405;Região D;Média Baixa;50
8312288;Manutenção;Convencional; 7.300,00 ; 3.300,00 ; 1.100,00 ; 11.400,00 ; 36.200,00 ; 13.100,00 ;2;1; 0,67 ;3;3;2;8;2;20;0;Rio de Janeiro;Periférica;RJ;1;Cardiologista; 223,00 ;3;250;Região E;Média Baixa;45
8312439;Conversão;Foco MS-1; 710,00 ; 3.210,00 ; 2.010,00 ; 5.610,00 ; 15.150,00 ; 3.610,00 ;2;7; 0,58 ;1;3;2;7;3;40;4346,058492;Rio de Janeiro;Central;RJ;0;Cardiologista; 218,00 ;4;280;Região E;Média Baixa;49
8312590;Referência;Foco MS-3; 2.830,00 ; 2.230,00 ; 2.130,00 ; 10.530,00 ; 18.950,00 ; 1.230,00 ;8;11; 0,50 ;1;2;2;6;1;100;0;Porto Alegre;Periférica;RS;1;Cardiologista; 200,00 ;2;150;Região A;Indefinido;50
8312741;Manutenção;Foco MS-2; 20,00 ; 2.620,00 ; 420,00 ; 13.820,00 ; 28.800,00 ; 11.920,00 ;0;10; 0,50 ;1;3;2;6;1;40;4591,755509;São Paulo;Periférica;SP;1;Cardiologista; 245,00 ;6;395;Região D;Indefinido;52
8312892;Entrada;Convencional; 1.800,00 ; 2.000,00 ; 1.200,00 ; 4.400,00 ; 11.000,00 ; 1.600,00 ;1;9; 0,58 ;2;3;2;7;2;60;0;Porto Alegre;Central;RS;0;Cardiologista; 177,00 ;6;425;Região C;Indefinido;49
8313043;Conversão;Convencional; 1.500,00 ; 2.200,00 ; 500,00 ; 500,00 ; 16.200,00 ; 11.500,00 ;0;10; 0,33 ;1;2;1;4;3;100;0;Minas Gerais;Periférica;MG;0;Cardiologista; 136,00 ;2;170;Região B;Indefinido;56
8313194;Manutenção;Foco MS-2; 2.520,00 ; 2.720,00 ; 220,00 ; 8.720,00 ; 20.900,00 ; 6.720,00 ;1;9; 0,67 ;2;3;2;8;0;100;0;Salvador;Periférica;BA;2;Cardiologista; 174,00 ;5;315;Região A;Média Baixa;44
8313345;Manutenção;Foco MS-3; 7.830,00 ; 1.530,00 ; 630,00 ; 10.930,00 ; 33.150,00 ; 12.230,00 ;1;1; 0,75 ;4;2;2;9;4;100;0;Rio de Janeiro;Central;RJ;0;Cardiologista; 253,00 ;5;330;Região E;Média Baixa;48
8313496;Conversão;Foco MS-3; 730,00 ; 3.330,00 ; 1.230,00 ; 7.130,00 ; 29.550,00 ; 17.130,00 ;6;4; 0,50 ;1;3;2;6;5;80;0;Rio de Janeiro;Central;RJ;0;Cardiologista; 284,00 ;4;285;Região B;Média Alta;54
8313647;Conversão;Foco MS-3; 8.130,00 ; 2.430,00 ; 2.030,00 ; 2.930,00 ; 16.950,00 ; 1.430,00 ;11;5; 0,92 ;4;3;3;11;2;40;0;São Paulo;Periférica;SP;2;Cardiologista; 209,00 ;5;355;Região E;Média Baixa;45
8313798;Conversão;Foco MS-3; 1.930,00 ; 330,00 ; 330,00 ; 11.430,00 ; 29.050,00 ; 15.030,00 ;5;4; 0,17 ;1;0;1;2;0;100;0;Porto Alegre;Central;RS;1;Cardiologista; 220,00 ;2;175;Região D;Média Baixa;43
8313949;Entrada;Foco MS-3; 8.130,00 ; 1.130,00 ; 1.230,00 ; 4.830,00 ; 16.950,00 ; 1.630,00 ;8;10; 0,58 ;4;1;2;7;5;60;0;Salvador;Central;BA;0;Cardiologista; 219,00 ;3;260;Região C;Indefinido;51
8314100;Conversão;Foco MS-1; 1.310,00 ; 3.510,00 ; 1.010,00 ; 2.010,00 ; 16.450,00 ; 8.610,00 ;5;5; 0,58 ;1;4;2;7;1;100;0;São Paulo;Central;SP;1;Cardiologista; 363,00 ;5;360;Região D;Alta;40
8314251;Entrada;Foco MS-1; 5.110,00 ; 1.810,00 ; 1.710,00 ; 7.510,00 ; 32.450,00 ; 16.310,00 ;7;10; 0,58 ;2;2;2;7;5;80;0;Salvador;Periférica;BA;2;Cardiologista; 299,00 ;3;260;Região C;Média Alta;47
8314402;Conversão;Migração; 3.240,00 ; 740,00 ; 1.840,00 ; 10.140,00 ; 26.200,00 ; 10.240,00 ;2;5; 0,58 ;2;1;3;7;0;60;0;Santos;Periférica;SP;2;Cardiologista; 256,00 ;6;390;Região D;Indefinido;42
8314553;Manutenção;Foco MS-1; 7.410,00 ; 4.310,00 ; 1.010,00 ; 1.310,00 ; 26.850,00 ; 12.810,00 ;11;4; 0,83 ;4;4;2;10;4;80;0;Minas Gerais;Central;MG;0;Cardiologista; 262,00 ;5;340;Região C;Média Baixa;62
8314704;Manutenção;Foco MS-2; 3.920,00 ; 4.420,00 ; 1.220,00 ; 11.920,00 ; 28.200,00 ; 6.720,00 ;1;2; 0,58 ;1;4;1;7;1;120;0;Porto Alegre;Central;RS;0;Cardiologista; 177,00 ;1;95;Região A;Média Alta;43
8314855;Manutenção;Migração; 2.840,00 ; 1.440,00 ; 40,00 ; 140,00 ; 16.800,00 ; 12.340,00 ;4;12; 0,25 ;1;1;1;3;0;40;0;São Paulo;Periférica;SP;2;Cardiologista; 219,00 ;0;90;Região A;Média;44
8315006;Conversão;Foco MS-2; 6.520,00 ; 2.320,00 ; 420,00 ; 14.520,00 ; 30.500,00 ; 6.720,00 ;3;1; 0,83 ;4;3;2;10;1;20;0;São Paulo;Central;SP;1;Cardiologista; 255,00 ;5;385;Região C;Média Baixa;53
8315157;Entrada;Foco MS-1; 1.310,00 ; 2.010,00 ; 310,00 ; 2.510,00 ; 17.650,00 ; 11.510,00 ;9;6; 0,42 ;1;2;1;5;0;60;0;Minas Gerais;Periférica;MG;0;Cardiologista; 192,00 ;3;245;Região B;Indefinido;50
8315308;Entrada;Foco MS-3; 3.530,00 ; 4.530,00 ; 230,00 ; 6.930,00 ; 31.550,00 ; 16.330,00 ;9;3; 0,92 ;3;5;2;11;0;20;0;Santos;Central;SP;1;Cardiologista; 286,00 ;7;495;Região E;Média Baixa;51
8315459;Entrada;Migração; 9.140,00 ; 3.640,00 ; 1.340,00 ; 11.440,00 ; 41.800,00 ; 16.240,00 ;0;13; 0,83 ;4;3;2;10;1;20;0;Rio de Janeiro;Central;RJ;0;Cardiologista; 194,00 ;3;250;Região E;Indefinido;59
8315610;Manutenção;Migração; 3.740,00 ; 1.240,00 ; 340,00 ; 12.140,00 ; 33.200,00 ; 15.740,00 ;8;10; 0,42 ;2;1;1;5;5;60;0;Rio de Janeiro;Central;RJ;1;Cardiologista; 161,00 ;1;175;Região A;Média Baixa;40
8315761;Conversão;Convencional; 4.200,00 ; 600,00 ; 100,00 ; 3.400,00 ; 15.900,00 ; 7.600,00 ;3;8; 0,25 ;1;0;1;3;3;20;0;Santos;Central;SP;0;Cardiologista; 242,00 ;0;50;Região E;Média Alta;46
8315912;Conversão;Migração; 9.440,00 ; 2.940,00 ; 1.040,00 ; 2.040,00 ; 32.700,00 ; 17.240,00 ;0;3; 0,92 ;5;3;2;11;3;100;0;Santos;Periférica;SP;2;Cardiologista; 243,00 ;5;325;Região B;Média;38
8316063;Referência;Foco MS-1; 8.810,00 ; 2.410,00 ; 310,00 ; 9.510,00 ; 22.550,00 ; 1.510,00 ;9;5; 0,92 ;5;3;2;11;0;100;0;Salvador;Periférica;BA;1;Cardiologista; 212,00 ;6;440;Região C;Média Baixa;49
8316214;Conversão;Foco MS-2; 2.420,00 ; 1.520,00 ; 1.220,00 ; 14.320,00 ; 32.400,00 ; 12.920,00 ;10;2; 0,33 ;1;1;2;4;5;40;0;Salvador;Central;BA;1;Cardiologista; 217,00 ;2;190;Região D;Média Alta;48
8316365;Referência;Foco MS-2; 8.420,00 ; 2.920,00 ; 1.820,00 ; 620,00 ; 21.000,00 ; 7.220,00 ;9;2; 0,67 ;3;2;2;8;3;40;0;Salvador;Periférica;BA;0;Cardiologista; 110,00 ;0;95;Região A;Indefinido;43
8316516;Manutenção;Migração; 1.540,00 ; 4.140,00 ; 1.440,00 ; 1.040,00 ; 10.000,00 ; 1.840,00 ;11;1; 0,42 ;0;3;1;5;4;60;0;Minas Gerais;Periférica;MG;2;Cardiologista; 176,00 ;0;75;Região B;Média;47
8316667;Referência;Convencional; 4.400,00 ; 5.100,00 ; 1.800,00 ; 15.000,00 ; 38.700,00 ; 12.400,00 ;6;2; 1,00 ;3;5;3;12;1;100;0;Santos;Central;SP;2;Cardiologista; 367,00 ;6;415;Região A;Alta;47
8316818;Entrada;Convencional; 2.700,00 ; 300,00 ; 1.100,00 ; 11.900,00 ; 33.600,00 ; 17.600,00 ;4;13; 0,50 ;2;1;2;6;2;100;2989,782137;São Paulo;Central;SP;1;Cardiologista; 274,00 ;4;315;Região C;Média Alta;50
8316969;Conversão;Foco MS-2; 1.020,00 ; 2.720,00 ; 820,00 ; 3.720,00 ; 15.900,00 ; 7.620,00 ;1;0; 0,58 ;1;3;2;7;2;80;0;Salvador;Central;BA;1;Cardiologista; 205,00 ;3;225;Região A;Média Alta;44
8317120;Entrada;Foco MS-1; 9.310,00 ; 4.910,00 ; 310,00 ; 13.410,00 ; 34.750,00 ; 6.810,00 ;3;6; 0,83 ;4;4;1;10;3;40;0;Porto Alegre;Central;RS;1;Cardiologista; 169,00 ;1;130;Região B;Média Baixa;51
8317271;Entrada;Migração; 740,00 ; 5.040,00 ; 540,00 ; 5.040,00 ; 12.000,00 ; 640,00 ;8;5; 0,67 ;1;5;2;8;2;120;0;Porto Alegre;Periférica;RS;0;Cardiologista; 204,00 ;4;300;Região D;Média Baixa;54
8317422;Referência;Foco MS-1; 9.010,00 ; 4.510,00 ; 1.710,00 ; 14.510,00 ; 38.650,00 ; 8.910,00 ;2;1; 1,00 ;5;5;2;12;1;120;0;São Paulo;Periférica;SP;1;Cardiologista; 331,00 ;5;385;Região D;Média Alta;42
8317573;Entrada;Foco MS-2; 4.120,00 ; 1.520,00 ; 1.420,00 ; 7.620,00 ; 22.400,00 ; 7.720,00 ;9;4; 0,50 ;2;2;2;6;5;20;0;Porto Alegre;Periférica;RS;0;Cardiologista; 212,00 ;2;220;Região C;Média Alta;45
8317724;Conversão;Migração; 9.340,00 ; 140,00 ; 240,00 ; 4.740,00 ; 29.800,00 ; 15.340,00 ;1;2; 0,67 ;5;1;2;8;4;20;0;São Paulo;Central;SP;2;Cardiologista; 267,00 ;5;360;Região C;Média Alta;48
8317875;Conversão;Foco MS-1; 1.810,00 ; 4.110,00 ; 2.010,00 ; 14.710,00 ; 38.950,00 ; 16.310,00 ;3;8; 0,58 ;1;4;2;7;1;20;0;Porto Alegre;Central;RS;1;Cardiologista; 190,00 ;4;340;Região C;Média Baixa;45
8318026;Conversão;Migração; 5.240,00 ; 3.040,00 ; 2.040,00 ; 12.040,00 ; 24.000,00 ; 1.640,00 ;0;14; 0,58 ;2;3;2;7;5;20;0;Porto Alegre;Periférica;RS;1;Cardiologista; 170,00 ;1;145;Região B;Indefinido;53
8318177;Manutenção;Foco MS-2; 8.920,00 ; 4.720,00 ; 420,00 ; 12.120,00 ; 30.100,00 ; 3.920,00 ;2;12; 1,08 ;5;5;2;13;2;20;0;Porto Alegre;Periférica;RS;1;Cardiologista; 278,00 ;6;405;Região D;Média Baixa;55
8318328;Referência;Foco MS-1; 4.810,00 ; 2.810,00 ; 710,00 ; 8.110,00 ; 32.650,00 ; 16.210,00 ;10;10; 0,58 ;2;3;2;7;2;120;0;São Paulo;Central;SP;2;Cardiologista; 255,00 ;4;270;Região A;Média;50
8318479;Entrada;Foco MS-2; 9.820,00 ; 4.020,00 ; 1.020,00 ; 5.620,00 ; 35.400,00 ; 14.920,00 ;3;11; 0,92 ;5;4;2;11;4;60;0;Minas Gerais;Central;MG;1;Cardiologista; 190,00 ;7;415;Região D;Média Baixa;45
8318630;Referência;Convencional; 9.000,00 ; 3.500,00 ; 1.800,00 ; 4.100,00 ; 23.900,00 ; 5.500,00 ;11;0; 0,75 ;4;3;2;9;5;20;0;Porto Alegre;Periférica;RS;1;Cardiologista; 166,00 ;3;215;Região D;Indefinido;53
8318781;Entrada;Foco MS-3; 7.130,00 ; 4.930,00 ; 230,00 ; 15.130,00 ; 32.850,00 ; 5.430,00 ;2;6; 0,75 ;3;4;1;9;4;60;0;Salvador;Central;BA;2;Cardiologista; 122,00 ;1;85;Região C;Indefinido;46
8318932;Conversão;Foco MS-3; 9.330,00 ; 3.030,00 ; 1.430,00 ; 12.730,00 ; 44.150,00 ; 17.630,00 ;10;12; 0,58 ;4;2;1;7;0;120;0;Santos;Central;SP;1;Cardiologista; 165,00 ;0;40;Região E;Média;45
8319083;Manutenção;Migração; 9.240,00 ; 4.240,00 ; 440,00 ; 8.740,00 ; 36.400,00 ; 13.740,00 ;8;7; 0,75 ;4;3;1;9;4;20;0;São Paulo;Periférica;SP;0;Cardiologista; 309,00 ;1;105;Região C;Alta;41
8319234;Entrada;Foco MS-2; 520,00 ; 4.520,00 ; 2.120,00 ; 12.520,00 ; 20.800,00 ; 1.120,00 ;0;7; 0,50 ;0;4;2;6;0;80;0;São Paulo;Periférica;SP;0;Cardiologista; 163,00 ;1;165;Região B;Indefinido;49
8319385;Conversão;Foco MS-2; 2.920,00 ; 3.020,00 ; 420,00 ; 8.520,00 ; 15.500,00 ; 620,00 ;8;13; 0,50 ;1;3;1;6;2;80;0;Rio de Janeiro;Periférica;RJ;1;Cardiologista; 212,00 ;3;220;Região E;Média Baixa;50
8319536;Conversão;Foco MS-2; 6.220,00 ; 220,00 ; 1.620,00 ; 3.120,00 ; 27.400,00 ; 16.220,00 ;10;10; 0,50 ;3;0;2;6;4;40;0;Rio de Janeiro;Periférica;RJ;1;Cardiologista; 163,00 ;2;180;Região D;Indefinido;45
8319687;Manutenção;Foco MS-2; 3.020,00 ; 4.020,00 ; 120,00 ; 10.120,00 ; 20.800,00 ; 3.520,00 ;4;7; 0,75 ;2;4;2;9;1;20;0;Porto Alegre;Periférica;RS;2;Cardiologista; 328,00 ;7;475;Região B;Média Alta;50
8319838;Entrada;Convencional; 7.800,00 ; 1.600,00 ; 300,00 ; 13.500,00 ; 37.400,00 ; 14.200,00 ;10;10; 0,67 ;4;2;2;8;5;20;0;Minas Gerais;Periférica;MG;1;Cardiologista; 371,00 ;4;280;Região D;Alta;47
8319989;Entrada;Foco MS-2; 5.220,00 ; 3.420,00 ; 2.120,00 ; 12.820,00 ; 31.200,00 ; 7.620,00 ;5;10; 0,92 ;3;4;3;11;0;40;0;Minas Gerais;Central;MG;0;Cardiologista; 218,00 ;6;425;Região E;Indefinido;40
8320140;Entrada;Foco MS-3; 430,00 ; 3.330,00 ; 530,00 ; 4.130,00 ; 21.250,00 ; 12.830,00 ;11;6; 0,67 ;1;4;2;8;1;40;0;Minas Gerais;Central;MG;1;Cardiologista; 362,00 ;6;370;Região D;Alta;55
8320291;Manutenção;Convencional; 1.200,00 ; 1.600,00 ; 400,00 ; 11.000,00 ; 15.100,00 ; 900,00 ;4;9; 0,50 ;1;2;2;6;0;100;0;Porto Alegre;Central;RS;0;Cardiologista; 303,00 ;4;310;Região E;Média Alta;50
8320442;Manutenção;Foco MS-1; 5.410,00 ; 3.510,00 ; 1.010,00 ; 8.510,00 ; 18.550,00 ; 110,00 ;11;8; 0,83 ;3;4;2;10;5;60;0;Santos;Central;SP;1;Cardiologista; 295,00 ;7;455;Região E;Média Alta;52
8320593;Referência;Migração; 7.940,00 ; 940,00 ; 1.940,00 ; 540,00 ; 22.800,00 ; 11.440,00 ;8;8; 0,75 ;4;2;3;9;3;80;0;São Paulo;Central;SP;0;Cardiologista; 381,00 ;6;395;Região B;Alta;51
8320744;Conversão;Foco MS-1; 9.010,00 ; 4.310,00 ; 810,00 ; 9.610,00 ; 24.350,00 ; 610,00 ;8;4; 0,75 ;4;3;1;9;2;100;0;Rio de Janeiro;Central;RJ;1;Cardiologista; 169,00 ;0;100;Região A;Indefinido;52
8320895;Manutenção;Foco MS-1; 5.310,00 ; 1.310,00 ; 310,00 ; 10.510,00 ; 32.750,00 ; 15.310,00 ;4;2; 0,58 ;3;2;2;7;5;120;0;Santos;Periférica;SP;0;Cardiologista; 150,00 ;4;280;Região D;Indefinido;45
8321046;Conversão;Foco MS-1; 4.010,00 ; 4.010,00 ; 1.910,00 ; 2.510,00 ; 29.250,00 ; 16.810,00 ;8;0; 0,50 ;1;3;2;6;1;120;0;Porto Alegre;Periférica;RS;2;Cardiologista; 305,00 ;0;70;Região D;Alta;42
8321197;Manutenção;Foco MS-1; 9.410,00 ; 3.710,00 ; 510,00 ; 13.510,00 ; 40.350,00 ; 13.210,00 ;2;8; 0,75 ;4;3;1;9;5;120;0;Porto Alegre;Periférica;RS;0;Cardiologista; 254,00 ;2;175;Região A;Média;44
8321348;Conversão;Migração; 4.340,00 ; 540,00 ; 1.340,00 ; 5.440,00 ; 23.800,00 ; 12.140,00 ;4;12; 0,42 ;2;1;2;5;5;120;0;Rio de Janeiro;Periférica;RJ;2;Cardiologista; 147,00 ;3;240;Região A;Indefinido;49
8321499;Manutenção;Migração; 9.640,00 ; 2.540,00 ; 140,00 ; 8.440,00 ; 32.900,00 ; 12.140,00 ;11;4; 0,92 ;5;3;2;11;4;80;0;Minas Gerais;Periférica;MG;1;Cardiologista; 240,00 ;5;335;Região B;Média Baixa;50
8321650;Manutenção;Foco MS-2; 4.020,00 ; 3.020,00 ; 1.020,00 ; 6.720,00 ; 16.900,00 ; 2.120,00 ;3;6; 0,58 ;2;3;2;7;0;80;0;Salvador;Central;BA;0;Cardiologista; 319,00 ;5;360;Região D;Média Alta;47
8321801;Referência;Foco MS-1; 9.410,00 ; 3.210,00 ; 2.210,00 ; 13.810,00 ; 45.750,00 ; 17.110,00 ;11;4; 0,67 ;4;2;2;8;3;40;0;Porto Alegre;Periférica;RS;1;Cardiologista; 232,00 ;0;40;Região B;Média Alta;50
8321952;Conversão;Migração; 2.140,00 ; 1.940,00 ; 1.140,00 ; 6.240,00 ; 15.700,00 ; 4.240,00 ;10;13; 0,42 ;1;2;1;5;0;40;0;Salvador;Periférica;BA;0;Cardiologista; 194,00 ;1;150;Região D;Média;52
8322103;Referência;Foco MS-3; 4.630,00 ; 1.930,00 ; 930,00 ; 6.330,00 ; 18.650,00 ; 4.830,00 ;10;14; 0,67 ;3;2;2;8;5;100;0;Minas Gerais;Central;MG;2;Cardiologista; 232,00 ;5;395;Região B;Indefinido;44
8322254;Manutenção;Migração; 9.940,00 ; 3.440,00 ; 1.840,00 ; 6.840,00 ; 25.000,00 ; 2.940,00 ;3;11; 0,75 ;4;3;2;9;4;40;2183,577266;São Paulo;Periférica;SP;1;Cardiologista; 157,00 ;2;190;Região D;Média Baixa;52
8322405;Referência;Foco MS-2; 4.620,00 ; 4.920,00 ; 2.120,00 ; 2.920,00 ; 23.600,00 ; 9.020,00 ;4;5; 0,92 ;3;5;3;11;3;40;0;São Paulo;Central;SP;1;Cardiologista; 346,00 ;7;470;Região C;Média Alta;48
8322556;Referência;Foco MS-2; 4.220,00 ; 3.420,00 ; 1.620,00 ; 4.220,00 ; 21.000,00 ; 7.520,00 ;8;7; 0,58 ;2;3;2;7;2;120;1917,293858;Santos;Periférica;SP;0;Cardiologista; 243,00 ;4;285;Região B;Média Baixa;46
8322707;Manutenção;Convencional; 9.800,00 ; 1.600,00 ; 900,00 ; 10.300,00 ; 31.500,00 ; 8.900,00 ;6;12; 0,58 ;4;1;1;7;3;100;1956,927608;Minas Gerais;Central;MG;0;Cardiologista; 307,00 ;1;175;Região D;Alta;37
8322858;Conversão;Convencional; 3.200,00 ; 2.300,00 ; 300,00 ; 700,00 ; 17.700,00 ; 11.200,00 ;6;5; 0,67 ;2;3;2;8;1;20;0;Santos;Periférica;SP;1;Cardiologista; 286,00 ;4;330;Região D;Média;47
8323009;Conversão;Foco MS-1; 4.210,00 ; 510,00 ; 110,00 ; 6.410,00 ; 17.950,00 ; 6.710,00 ;3;1; 0,50 ;2;1;2;6;2;20;0;São Paulo;Central;SP;1;Cardiologista; 216,00 ;5;350;Região E;Média;45
8323160;Entrada;Foco MS-3; 8.030,00 ; 4.230,00 ; 530,00 ; 1.130,00 ; 22.850,00 ; 8.930,00 ;6;6; 0,58 ;3;3;1;7;3;40;0;Rio de Janeiro;Central;RJ;1;Cardiologista; 122,00 ;1;85;Região B;Indefinido;45
8323311;Conversão;Foco MS-2; 1.120,00 ; 820,00 ; 620,00 ; 14.620,00 ; 29.600,00 ; 12.420,00 ;3;7; 0,50 ;1;2;2;6;4;60;0;Salvador;Periférica;BA;0;Cardiologista; 179,00 ;7;435;Região C;Indefinido;51
8323462;Conversão;Migração; 140,00 ; 4.640,00 ; 1.840,00 ; 13.640,00 ; 24.200,00 ; 3.940,00 ;4;13; 0,67 ;1;4;2;8;2;80;0;Salvador;Periférica;BA;2;Cardiologista; 277,00 ;4;330;Região E;Média Baixa;57
8323613;Referência;Foco MS-2; 7.020,00 ; 3.720,00 ; 1.920,00 ; 9.820,00 ; 27.200,00 ; 4.720,00 ;2;12; 0,75 ;3;3;2;9;1;60;0;Santos;Periférica;SP;0;Cardiologista; 168,00 ;0;100;Região E;Indefinido;46
8323764;Referência;Foco MS-1; 3.710,00 ; 3.310,00 ; 1.410,00 ; 11.010,00 ; 36.750,00 ; 17.310,00 ;8;10; 0,67 ;2;3;2;8;1;40;0;Porto Alegre;Periférica;RS;0;Cardiologista; 164,00 ;2;185;Região D;Indefinido;54
8323915;Referência;Convencional; 4.200,00 ; 1.000,00 ; 1.600,00 ; 9.100,00 ; 22.600,00 ; 6.700,00 ;2;5; 0,42 ;2;1;2;5;2;100;0;Santos;Central;SP;0;Cardiologista; 226,00 ;2;175;Região C;Média;44
8324066;Referência;Migração; 4.440,00 ; 440,00 ; 2.040,00 ; 2.540,00 ; 10.100,00 ; 640,00 ;6;7; 0,42 ;2;1;2;5;2;120;0;Porto Alegre;Periférica;RS;1;Cardiologista; 275,00 ;2;195;Região D;Média Alta;55
8324217;Entrada;Convencional; 4.700,00 ; 1.400,00 ; 2.100,00 ; 2.100,00 ; 27.000,00 ; 16.700,00 ;5;12; 0,50 ;2;1;2;6;4;20;0;Santos;Periférica;SP;0;Cardiologista; 334,00 ;0;85;Região C;Alta;49
8324368;Conversão;Foco MS-2; 2.220,00 ; 4.220,00 ; 1.820,00 ; 4.220,00 ; 24.100,00 ; 11.620,00 ;2;8; 0,83 ;2;4;3;10;2;80;4787,506943;Santos;Central;SP;0;Cardiologista; 238,00 ;6;380;Região E;Média Baixa;46
8324519;Referência;Foco MS-2; 2.220,00 ; 2.620,00 ; 2.020,00 ; 14.320,00 ; 33.100,00 ; 11.920,00 ;4;0; 0,50 ;1;2;2;6;3;20;0;Salvador;Periférica;BA;0;Cardiologista; 130,00 ;2;220;Região A;Indefinido;41
8324670;Manutenção;Foco MS-1; 4.610,00 ; 4.810,00 ; 10,00 ; 510,00 ; 25.650,00 ; 15.710,00 ;8;4; 0,67 ;2;4;1;8;2;60;0;Rio de Janeiro;Central;RJ;0;Cardiologista; 279,00 ;3;260;Região B;Média;51
